Processes iZ25qtxwjqdZ,Runnable,Blocked,pswitch,syscall,read,write,fork,exec,sem,msg
2015-12-09 14:19:06,3,0,32794.9,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0
2015-12-09 14:19:07,5,0,29717.6,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0
2015-12-09 14:19:08,1,1,30451.8,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0
2015-12-09 14:19:09,1,0,27552.4,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0
2015-12-09 14:19:10,4,0,30988.6,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0
2015-12-09 14:19:11,5,0,32578.8,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0
2015-12-09 14:19:12,5,0,33449.2,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0
2015-12-09 14:19:13,4,1,33140.5,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0
2015-12-09 14:19:14,6,0,30448.4,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0
2015-12-09 14:19:15,2,0,31162.5,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0
2015-12-09 14:19:16,2,0,32517.6,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0
2015-12-09 14:19:17,8,0,33063.0,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0
2015-12-09 14:19:18,7,1,32802.9,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0
2015-12-09 14:19:19,6,0,28484.3,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0
2015-12-09 14:19:20,4,0,30253.6,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0
2015-12-09 14:19:21,6,0,31642.3,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0
2015-12-09 14:19:22,5,0,28834.6,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0
2015-12-09 14:19:23,4,2,29233.6,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0
2015-12-09 14:19:24,3,0,28803.3,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0
2015-12-09 14:19:25,2,0,29353.7,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0
2015-12-09 14:19:26,1,0,30460.1,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0
2015-12-09 14:19:27,3,0,31951.0,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0
2015-12-09 14:19:28,13,1,28002.2,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0
2015-12-09 14:19:29,1,0,30900.0,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0
2015-12-09 14:19:30,6,0,29962.6,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0
2015-12-09 14:19:31,2,0,30769.7,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0
2015-12-09 14:19:32,2,0,31834.8,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0
2015-12-09 14:19:33,5,1,30686.8,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0
2015-12-09 14:19:34,1,0,19669.2,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0
2015-12-09 14:19:35,5,0,31385.3,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0
2015-12-09 14:19:36,1,0,32579.5,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0
2015-12-09 14:19:37,7,0,32211.6,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0
2015-12-09 14:19:38,1,1,33006.9,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0
2015-12-09 14:19:39,3,0,29141.9,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0
2015-12-09 14:19:40,7,0,33312.2,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0
2015-12-09 14:19:41,4,0,32490.0,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0
2015-12-09 14:19:42,1,0,33674.2,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0
2015-12-09 14:19:43,5,1,31490.5,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0
2015-12-09 14:19:44,4,0,25497.3,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0
2015-12-09 14:19:45,3,0,33448.3,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0
2015-12-09 14:19:46,3,0,29151.7,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0
2015-12-09 14:19:47,4,0,31996.5,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0
2015-12-09 14:19:48,8,2,30922.7,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0
