CPU 4 iZ25qtxwjqdZ,User%,Sys%,Wait%,Idle%
2015-12-09 14:15:37,12.0,6.5,0.0,81.5
2015-12-09 14:15:38,11.0,4.4,8.8,75.8
2015-12-09 14:15:39,7.5,4.3,2.2,86.0
2015-12-09 14:15:40,12.1,4.4,0.0,83.5
2015-12-09 14:15:41,15.4,6.6,0.0,78.0
2015-12-09 14:15:42,13.0,4.3,0.0,82.6
2015-12-09 14:15:43,12.4,5.6,0.0,82.0
2015-12-09 14:15:44,8.4,3.2,0.0,88.4
2015-12-09 14:15:45,10.1,3.4,0.0,86.5
2015-12-09 14:15:46,14.0,6.5,0.0,79.6
2015-12-09 14:15:47,15.4,5.5,0.0,79.1
2015-12-09 14:15:48,12.9,5.4,0.0,81.7
2015-12-09 14:15:49,11.7,4.3,0.0,84.0
2015-12-09 14:15:50,12.9,4.3,0.0,82.8
2015-12-09 14:15:51,12.0,4.3,0.0,83.7
2015-12-09 14:15:52,13.2,5.5,0.0,81.3
2015-12-09 14:15:53,12.2,5.6,0.0,82.2
2015-12-09 14:15:54,12.9,6.5,5.4,75.3
2015-12-09 14:15:55,13.2,5.5,0.0,81.3
2015-12-09 14:15:56,14.4,5.6,0.0,80.0
2015-12-09 14:15:57,11.8,7.5,0.0,80.6
2015-12-09 14:15:58,15.4,5.5,0.0,79.1
2015-12-09 14:15:59,9.7,4.3,0.0,86.0
2015-12-09 14:16:00,12.1,6.6,0.0,81.3
2015-12-09 14:16:01,14.4,4.4,0.0,81.1
2015-12-09 14:16:02,14.9,5.3,1.1,78.7
2015-12-09 14:16:03,14.4,5.6,5.6,74.4
2015-12-09 14:16:04,12.9,4.3,0.0,82.8
2015-12-09 14:16:05,15.1,5.4,0.0,79.6
2015-12-09 14:16:06,19.8,6.6,0.0,73.6
2015-12-09 14:16:07,13.8,6.4,0.0,79.8
2015-12-09 14:16:08,15.7,6.7,0.0,77.5
2015-12-09 14:16:09,15.8,6.3,0.0,77.9
2015-12-09 14:16:10,14.4,5.6,0.0,80.0
2015-12-09 14:16:11,14.4,5.6,0.0,80.0
2015-12-09 14:16:12,17.8,4.4,0.0,77.8
2015-12-09 14:16:13,14.3,6.6,0.0,79.1
2015-12-09 14:16:14,14.3,5.5,0.0,80.2
2015-12-09 14:16:15,14.3,6.6,0.0,79.1
2015-12-09 14:16:16,12.1,5.5,0.0,82.4
2015-12-09 14:16:17,15.4,6.6,0.0,78.0
2015-12-09 14:16:18,15.6,5.6,0.0,78.9
2015-12-09 14:16:19,8.5,2.1,0.0,89.4
2015-12-09 14:16:20,18.0,4.5,0.0,77.5
2015-12-09 14:16:21,16.9,6.7,0.0,76.4
2015-12-09 14:16:22,16.5,4.4,0.0,79.1
2015-12-09 14:16:23,14.1,6.5,0.0,79.3
2015-12-09 14:16:24,16.3,4.3,0.0,79.3
2015-12-09 14:16:25,17.4,6.5,0.0,76.1
2015-12-09 14:16:26,14.3,5.5,0.0,80.2
2015-12-09 14:16:27,16.3,5.4,0.0,78.3
2015-12-09 14:16:28,17.0,5.3,0.0,77.7
2015-12-09 14:16:29,12.1,4.4,11.0,72.5
2015-12-09 14:16:30,16.5,4.4,0.0,79.1
2015-12-09 14:16:31,19.6,5.4,0.0,75.0
2015-12-09 14:16:32,14.9,6.4,0.0,78.7
2015-12-09 14:16:33,14.3,7.7,13.2,64.8
2015-12-09 14:16:34,14.1,6.5,30.4,48.9
2015-12-09 14:16:35,16.3,4.3,0.0,79.3
2015-12-09 14:16:36,13.6,5.7,0.0,80.7
2015-12-09 14:16:37,15.2,7.6,0.0,77.2
2015-12-09 14:16:38,17.2,6.5,12.9,63.4
2015-12-09 14:16:39,16.5,6.6,20.9,56.0
2015-12-09 14:16:40,15.7,4.5,0.0,79.8
2015-12-09 14:16:41,14.3,6.6,0.0,79.1
2015-12-09 14:16:42,14.1,4.3,0.0,81.5
2015-12-09 14:16:43,14.8,4.5,0.0,80.7
2015-12-09 14:16:44,14.9,5.3,25.5,54.3
2015-12-09 14:16:45,15.4,3.3,0.0,81.3
2015-12-09 14:16:46,13.5,4.5,0.0,82.0
2015-12-09 14:16:47,13.3,5.6,0.0,81.1
2015-12-09 14:16:48,14.3,6.6,8.8,70.3
2015-12-09 14:16:49,13.2,5.5,7.7,73.6
2015-12-09 14:16:50,15.2,5.4,0.0,79.3
2015-12-09 14:16:51,16.3,6.5,0.0,77.2
2015-12-09 14:16:52,9.8,4.3,0.0,85.9
2015-12-09 14:16:53,13.3,4.4,0.0,82.2
2015-12-09 14:16:54,7.4,2.1,0.0,90.4
2015-12-09 14:16:55,15.4,5.5,0.0,79.1
2015-12-09 14:16:56,17.8,6.7,0.0,75.6
2015-12-09 14:16:57,15.6,6.7,0.0,77.8
2015-12-09 14:16:58,15.8,8.4,1.1,74.7
2015-12-09 14:16:59,16.7,5.6,36.7,41.1
2015-12-09 14:17:00,17.8,4.4,0.0,77.8
2015-12-09 14:17:01,17.6,6.6,0.0,75.8
2015-12-09 14:17:02,14.6,5.6,0.0,79.8
2015-12-09 14:17:03,16.5,6.6,0.0,76.9
2015-12-09 14:17:04,16.3,5.4,2.2,76.1
2015-12-09 14:17:05,16.5,6.6,0.0,76.9
2015-12-09 14:17:06,16.7,4.4,0.0,78.9
2015-12-09 14:17:07,18.3,7.5,0.0,74.2
2015-12-09 14:17:08,13.0,6.5,0.0,80.4
2015-12-09 14:17:09,13.0,5.4,0.0,81.5
2015-12-09 14:17:10,16.5,5.5,0.0,78.0
2015-12-09 14:17:11,18.5,5.4,0.0,76.1
2015-12-09 14:17:12,17.6,6.6,0.0,75.8
2015-12-09 14:17:13,17.2,6.5,1.1,75.3
2015-12-09 14:17:14,8.5,3.2,0.0,88.3
2015-12-09 14:17:15,15.1,8.6,0.0,76.3
2015-12-09 14:17:16,15.1,5.4,1.1,78.5
2015-12-09 14:17:17,17.6,5.5,0.0,76.9
2015-12-09 14:17:18,18.9,6.7,0.0,74.4
2015-12-09 14:17:19,17.2,7.5,0.0,75.3
2015-12-09 14:17:20,15.6,6.7,0.0,77.8
2015-12-09 14:17:21,18.7,5.5,0.0,75.8
2015-12-09 14:17:22,15.4,4.4,0.0,80.2
2015-12-09 14:17:23,18.0,6.7,1.1,74.2
2015-12-09 14:17:24,11.8,6.5,21.5,60.2
2015-12-09 14:17:25,14.1,7.6,0.0,78.3
2015-12-09 14:17:26,12.8,4.3,0.0,83.0
2015-12-09 14:17:27,15.2,5.4,0.0,79.3
2015-12-09 14:17:28,12.9,5.4,4.3,77.4
2015-12-09 14:17:29,11.7,5.3,10.6,72.3
2015-12-09 14:17:30,16.1,6.5,0.0,77.4
2015-12-09 14:17:31,17.0,5.3,0.0,77.7
2015-12-09 14:17:32,14.8,4.5,0.0,80.7
2015-12-09 14:17:33,13.6,5.7,0.0,80.7
2015-12-09 14:17:34,16.3,4.3,0.0,79.3
2015-12-09 14:17:35,15.4,6.6,0.0,78.0
2015-12-09 14:17:36,17.0,5.7,0.0,77.3
2015-12-09 14:17:37,15.4,6.6,0.0,78.0
2015-12-09 14:17:38,14.4,5.6,0.0,80.0
2015-12-09 14:17:39,14.3,5.5,0.0,80.2
2015-12-09 14:17:40,17.8,6.7,0.0,75.6
2015-12-09 14:17:41,17.8,5.6,0.0,76.7
2015-12-09 14:17:42,13.3,5.6,0.0,81.1
2015-12-09 14:17:43,15.4,5.5,0.0,79.1
2015-12-09 14:17:44,18.1,7.4,0.0,74.5
2015-12-09 14:17:45,16.3,5.4,0.0,78.3
2015-12-09 14:17:46,18.7,6.6,0.0,74.7
2015-12-09 14:17:47,13.3,4.4,0.0,82.2
2015-12-09 14:17:48,16.5,4.4,0.0,79.1
2015-12-09 14:17:49,15.4,6.6,0.0,78.0
2015-12-09 14:17:50,16.5,5.5,0.0,78.0
2015-12-09 14:17:51,16.7,6.7,0.0,76.7
2015-12-09 14:17:52,15.6,5.6,0.0,78.9
2015-12-09 14:17:53,16.5,6.6,5.5,71.4
2015-12-09 14:17:54,14.7,4.2,37.9,43.2
2015-12-09 14:17:55,19.8,5.5,0.0,74.7
2015-12-09 14:17:56,15.7,6.7,0.0,77.5
2015-12-09 14:17:57,15.2,5.4,0.0,79.3
2015-12-09 14:17:58,15.2,5.4,6.5,72.8
2015-12-09 14:17:59,12.8,6.4,23.4,57.4
2015-12-09 14:18:00,17.8,4.4,0.0,77.8
2015-12-09 14:18:01,14.6,6.7,0.0,78.7
2015-12-09 14:18:02,17.4,6.5,0.0,76.1
2015-12-09 14:18:03,14.3,6.6,0.0,79.1
2015-12-09 14:18:04,14.0,5.4,0.0,80.6
2015-12-09 14:18:05,17.4,5.4,0.0,77.2
2015-12-09 14:18:06,18.9,5.6,0.0,75.6
2015-12-09 14:18:07,15.9,5.7,0.0,78.4
2015-12-09 14:18:08,15.4,6.6,0.0,78.0
2015-12-09 14:18:09,14.1,5.4,1.1,79.3
2015-12-09 14:18:10,14.6,5.6,0.0,79.8
2015-12-09 14:18:11,15.7,5.6,0.0,78.7
2015-12-09 14:18:12,18.5,5.4,0.0,76.1
2015-12-09 14:18:13,13.5,6.7,7.9,71.9
2015-12-09 14:18:14,16.5,7.7,28.6,47.3
2015-12-09 14:18:15,14.3,6.6,0.0,79.1
2015-12-09 14:18:16,14.0,4.3,0.0,81.7
2015-12-09 14:18:17,15.6,4.4,0.0,80.0
2015-12-09 14:18:18,14.1,5.4,8.7,71.7
2015-12-09 14:18:19,14.3,3.3,9.9,72.5
2015-12-09 14:18:20,16.3,5.4,0.0,78.3
2015-12-09 14:18:21,13.5,5.6,0.0,80.9
2015-12-09 14:18:22,15.4,7.7,0.0,76.9
2015-12-09 14:18:23,16.9,6.7,5.6,70.8
2015-12-09 14:18:24,16.3,7.6,40.2,35.9
2015-12-09 14:18:25,18.2,6.8,0.0,75.0
2015-12-09 14:18:26,15.4,4.4,0.0,80.2
2015-12-09 14:18:27,15.6,5.6,0.0,78.9
2015-12-09 14:18:28,12.4,6.7,9.0,71.9
2015-12-09 14:18:29,15.7,4.5,44.9,34.8
2015-12-09 14:18:30,15.2,5.4,0.0,79.3
2015-12-09 14:18:31,14.1,5.4,0.0,80.4
2015-12-09 14:18:32,15.6,5.6,0.0,78.9
2015-12-09 14:18:33,19.4,7.5,9.7,63.4
2015-12-09 14:18:34,12.1,5.5,35.2,47.3
2015-12-09 14:18:35,14.8,4.5,0.0,80.7
2015-12-09 14:18:36,18.0,5.6,0.0,76.4
2015-12-09 14:18:37,14.1,6.5,0.0,79.3
2015-12-09 14:18:38,14.3,6.6,13.2,65.9
2015-12-09 14:18:39,13.2,5.5,29.7,51.6
2015-12-09 14:18:40,20.9,6.6,0.0,72.5
2015-12-09 14:18:41,17.4,6.5,0.0,76.1
2015-12-09 14:18:42,15.6,5.6,0.0,78.9
2015-12-09 14:18:43,14.6,6.7,11.2,67.4
2015-12-09 14:18:44,17.8,4.4,27.8,50.0
2015-12-09 14:18:45,12.9,4.3,0.0,82.8
2015-12-09 14:18:46,17.4,8.7,0.0,73.9
2015-12-09 14:18:47,14.4,5.6,0.0,80.0
2015-12-09 14:18:48,15.2,5.4,10.9,68.5
2015-12-09 14:18:49,17.4,6.5,5.4,70.7
2015-12-09 14:18:50,14.6,5.6,0.0,79.8
2015-12-09 14:18:51,20.4,5.4,0.0,74.2
2015-12-09 14:18:52,13.0,6.5,0.0,80.4
2015-12-09 14:18:53,14.9,6.4,10.6,68.1
2015-12-09 14:18:54,14.1,3.3,14.1,68.5
2015-12-09 14:18:55,17.8,6.7,0.0,75.6
2015-12-09 14:18:56,19.6,5.4,0.0,75.0
2015-12-09 14:18:57,17.6,5.5,0.0,76.9
2015-12-09 14:18:58,16.1,6.5,7.5,69.9
2015-12-09 14:18:59,15.6,5.6,0.0,78.9
2015-12-09 14:19:00,16.7,6.7,0.0,76.7
2015-12-09 14:19:01,15.4,6.6,0.0,78.0
2015-12-09 14:19:02,14.3,7.7,0.0,78.0
2015-12-09 14:19:03,13.0,5.4,0.0,81.5
2015-12-09 14:19:04,13.3,5.6,2.2,78.9
2015-12-09 14:19:05,17.6,6.6,0.0,75.8
2015-12-09 14:19:06,14.6,4.5,0.0,80.9
2015-12-09 14:19:07,16.3,4.3,0.0,79.3
2015-12-09 14:19:08,12.2,4.4,0.0,83.3
2015-12-09 14:19:09,15.2,5.4,0.0,79.3
2015-12-09 14:19:10,14.4,4.4,0.0,81.1
2015-12-09 14:19:11,15.6,5.6,0.0,78.9
2015-12-09 14:19:12,17.6,6.6,0.0,75.8
2015-12-09 14:19:13,16.9,5.6,12.4,65.2
2015-12-09 14:19:14,15.1,7.5,36.6,40.9
2015-12-09 14:19:15,17.8,5.6,0.0,76.7
2015-12-09 14:19:16,16.3,5.4,0.0,78.3
2015-12-09 14:19:17,16.5,6.6,0.0,76.9
2015-12-09 14:19:18,14.9,6.4,12.8,66.0
2015-12-09 14:19:19,16.5,4.4,7.7,71.4
2015-12-09 14:19:20,14.4,4.4,0.0,81.1
2015-12-09 14:19:21,14.4,5.6,0.0,80.0
2015-12-09 14:19:22,12.9,5.4,0.0,81.7
2015-12-09 14:19:23,12.1,4.4,0.0,83.5
2015-12-09 14:19:24,14.3,5.5,0.0,80.2
2015-12-09 14:19:25,16.1,5.4,0.0,78.5
2015-12-09 14:19:26,15.6,6.7,0.0,77.8
2015-12-09 14:19:27,18.9,5.6,0.0,75.6
2015-12-09 14:19:28,14.1,5.4,0.0,80.4
2015-12-09 14:19:29,18.5,5.4,1.1,75.0
2015-12-09 14:19:30,13.6,5.7,0.0,80.7
2015-12-09 14:19:31,14.4,5.6,0.0,80.0
2015-12-09 14:19:32,19.8,5.5,0.0,74.7
2015-12-09 14:19:33,17.4,5.4,0.0,77.2
2015-12-09 14:19:34,9.8,2.2,2.2,85.9
2015-12-09 14:19:35,17.8,6.7,0.0,75.6
2015-12-09 14:19:36,15.4,6.6,0.0,78.0
2015-12-09 14:19:37,17.6,5.5,0.0,76.9
2015-12-09 14:19:38,15.9,4.5,0.0,79.5
2015-12-09 14:19:39,14.4,4.4,0.0,81.1
2015-12-09 14:19:40,18.0,5.6,0.0,76.4
2015-12-09 14:19:41,17.8,6.7,0.0,75.6
2015-12-09 14:19:42,18.0,4.5,0.0,77.5
2015-12-09 14:19:43,16.7,6.7,0.0,76.7
2015-12-09 14:19:44,13.0,4.3,16.3,66.3
2015-12-09 14:19:45,16.7,7.8,0.0,75.6
2015-12-09 14:19:46,14.3,5.5,0.0,80.2
2015-12-09 14:19:47,18.7,6.6,0.0,74.7
2015-12-09 14:19:48,14.3,5.5,12.1,68.1
