CPU 3 iZ25qtxwjqdZ,User%,Sys%,Wait%,Idle%
2015-12-09 14:16:36,15.7,5.6,0.0,78.7
2015-12-09 14:16:37,16.5,4.4,0.0,79.1
2015-12-09 14:16:38,17.0,6.4,0.0,76.6
2015-12-09 14:16:39,15.7,5.6,0.0,78.7
2015-12-09 14:16:40,18.9,7.8,0.0,73.3
2015-12-09 14:16:41,18.9,7.8,0.0,73.3
2015-12-09 14:16:42,14.3,4.4,0.0,81.3
2015-12-09 14:16:43,18.0,4.5,0.0,77.5
2015-12-09 14:16:44,12.0,5.4,0.0,82.6
2015-12-09 14:16:45,16.3,6.5,0.0,77.2
2015-12-09 14:16:46,15.1,6.5,0.0,78.5
2015-12-09 14:16:47,15.6,5.6,0.0,78.9
2015-12-09 14:16:48,15.6,5.6,4.4,74.4
2015-12-09 14:16:49,14.1,5.4,25.0,55.4
2015-12-09 14:16:50,16.7,5.6,0.0,77.8
2015-12-09 14:16:51,16.5,6.6,0.0,76.9
2015-12-09 14:16:52,15.1,4.3,0.0,80.6
2015-12-09 14:16:53,15.2,6.5,14.1,64.1
2015-12-09 14:16:54,8.5,3.2,6.4,81.9
2015-12-09 14:16:55,15.4,4.4,0.0,80.2
2015-12-09 14:16:56,18.9,6.7,0.0,74.4
2015-12-09 14:16:57,14.6,5.6,0.0,79.8
2015-12-09 14:16:58,18.9,5.6,0.0,75.6
2015-12-09 14:16:59,18.9,4.4,0.0,76.7
2015-12-09 14:17:00,16.5,7.7,0.0,75.8
2015-12-09 14:17:01,18.9,6.7,0.0,74.4
2015-12-09 14:17:02,17.0,6.8,0.0,76.1
2015-12-09 14:17:03,18.9,4.4,0.0,76.7
2015-12-09 14:17:04,14.6,6.7,0.0,78.7
2015-12-09 14:17:05,19.1,4.5,0.0,76.4
2015-12-09 14:17:06,16.5,5.5,0.0,78.0
2015-12-09 14:17:07,18.9,7.8,0.0,73.3
2015-12-09 14:17:08,20.9,5.5,0.0,73.6
2015-12-09 14:17:09,15.4,5.5,0.0,79.1
2015-12-09 14:17:10,16.7,5.6,0.0,77.8
2015-12-09 14:17:11,17.6,5.5,0.0,76.9
2015-12-09 14:17:12,23.3,6.7,0.0,70.0
2015-12-09 14:17:13,17.8,6.7,0.0,75.6
2015-12-09 14:17:14,8.5,3.2,37.2,51.1
2015-12-09 14:17:15,16.3,6.5,0.0,77.2
2015-12-09 14:17:16,17.4,6.5,0.0,76.1
2015-12-09 14:17:17,17.2,5.7,0.0,77.0
2015-12-09 14:17:18,18.7,6.6,15.4,59.3
2015-12-09 14:17:19,17.6,6.6,15.4,60.4
2015-12-09 14:17:20,18.0,6.7,0.0,75.3
2015-12-09 14:17:21,16.9,6.7,0.0,76.4
2015-12-09 14:17:22,14.4,7.8,0.0,77.8
2015-12-09 14:17:23,18.9,5.6,0.0,75.6
2015-12-09 14:17:24,16.7,6.7,0.0,76.7
2015-12-09 14:17:25,18.7,6.6,0.0,74.7
2015-12-09 14:17:26,15.2,4.3,0.0,80.4
2015-12-09 14:17:27,14.1,6.5,0.0,79.3
2015-12-09 14:17:28,13.3,4.4,0.0,82.2
2015-12-09 14:17:29,13.0,6.5,0.0,80.4
2015-12-09 14:17:30,15.4,5.5,0.0,79.1
2015-12-09 14:17:31,17.8,5.6,0.0,76.7
2015-12-09 14:17:32,18.7,6.6,0.0,74.7
2015-12-09 14:17:33,15.9,5.7,0.0,78.4
2015-12-09 14:17:34,15.7,5.6,12.4,66.3
2015-12-09 14:17:35,18.7,8.8,0.0,72.5
2015-12-09 14:17:36,17.6,5.5,0.0,76.9
2015-12-09 14:17:37,16.3,7.6,0.0,76.1
2015-12-09 14:17:38,19.4,6.5,6.5,67.7
2015-12-09 14:17:39,14.3,7.7,18.7,59.3
2015-12-09 14:17:40,15.4,6.6,0.0,78.0
2015-12-09 14:17:41,16.5,4.4,0.0,79.1
2015-12-09 14:17:42,16.7,4.4,0.0,78.9
2015-12-09 14:17:43,17.4,6.5,4.3,71.7
2015-12-09 14:17:44,16.3,7.6,32.6,43.5
2015-12-09 14:17:45,17.4,5.4,0.0,77.2
2015-12-09 14:17:46,19.1,5.6,0.0,75.3
2015-12-09 14:17:47,14.4,5.6,0.0,80.0
2015-12-09 14:17:48,18.0,6.7,4.5,70.8
2015-12-09 14:17:49,16.7,6.7,30.0,46.7
2015-12-09 14:17:50,16.5,5.5,0.0,78.0
2015-12-09 14:17:51,16.5,6.6,0.0,76.9
2015-12-09 14:17:52,16.9,5.6,0.0,77.5
2015-12-09 14:17:53,17.0,4.5,0.0,78.4
2015-12-09 14:17:54,14.7,4.2,0.0,81.1
2015-12-09 14:17:55,18.9,7.8,0.0,73.3
2015-12-09 14:17:56,15.7,5.6,0.0,78.7
2015-12-09 14:17:57,18.9,4.4,0.0,76.7
2015-12-09 14:17:58,14.3,5.5,0.0,80.2
2015-12-09 14:17:59,14.0,5.4,9.7,71.0
2015-12-09 14:18:00,14.3,7.7,0.0,78.0
2015-12-09 14:18:01,16.7,6.7,0.0,76.7
2015-12-09 14:18:02,19.4,6.5,0.0,74.2
2015-12-09 14:18:03,16.1,3.4,0.0,80.5
2015-12-09 14:18:04,13.0,5.4,0.0,81.5
2015-12-09 14:18:05,20.0,6.7,0.0,73.3
2015-12-09 14:18:06,17.6,7.7,0.0,74.7
2015-12-09 14:18:07,18.0,6.7,0.0,75.3
2015-12-09 14:18:08,15.6,5.6,0.0,78.9
2015-12-09 14:18:09,15.6,6.7,5.6,72.2
2015-12-09 14:18:10,17.6,5.5,0.0,76.9
2015-12-09 14:18:11,16.9,7.9,0.0,75.3
2015-12-09 14:18:12,19.8,6.6,0.0,73.6
2015-12-09 14:18:13,18.5,6.5,0.0,75.0
2015-12-09 14:18:14,17.8,4.4,1.1,76.7
2015-12-09 14:18:15,18.7,6.6,0.0,74.7
2015-12-09 14:18:16,15.4,4.4,0.0,80.2
2015-12-09 14:18:17,12.4,4.5,0.0,83.1
2015-12-09 14:18:18,16.3,5.4,0.0,78.3
2015-12-09 14:18:19,13.3,3.3,10.0,73.3
2015-12-09 14:18:20,16.3,6.5,0.0,77.2
2015-12-09 14:18:21,16.9,5.6,0.0,77.5
2015-12-09 14:18:22,13.5,6.7,0.0,79.8
2015-12-09 14:18:23,19.3,4.5,1.1,75.0
2015-12-09 14:18:24,19.4,7.5,0.0,73.1
2015-12-09 14:18:25,16.5,5.9,0.0,77.6
2015-12-09 14:18:26,17.4,7.6,0.0,75.0
2015-12-09 14:18:27,19.3,4.5,0.0,76.1
2015-12-09 14:18:28,17.6,5.5,0.0,76.9
2015-12-09 14:18:29,18.7,5.5,0.0,75.8
2015-12-09 14:18:30,15.4,5.5,0.0,79.1
2015-12-09 14:18:31,14.6,4.5,1.1,79.8
2015-12-09 14:18:32,19.6,6.5,0.0,73.9
2015-12-09 14:18:33,18.7,7.7,0.0,73.6
2015-12-09 14:18:34,13.2,5.5,0.0,81.3
2015-12-09 14:18:35,15.6,5.6,0.0,78.9
2015-12-09 14:18:36,19.6,6.5,0.0,73.9
2015-12-09 14:18:37,15.6,5.6,0.0,78.9
2015-12-09 14:18:38,13.2,4.4,0.0,82.4
2015-12-09 14:18:39,16.3,4.3,12.0,67.4
2015-12-09 14:18:40,21.3,9.0,0.0,69.7
2015-12-09 14:18:41,19.8,5.5,0.0,74.7
2015-12-09 14:18:42,16.7,6.7,0.0,76.7
2015-12-09 14:18:43,15.7,5.6,0.0,78.7
2015-12-09 14:18:44,17.6,4.4,0.0,78.0
2015-12-09 14:18:45,14.3,5.5,0.0,80.2
2015-12-09 14:18:46,19.6,6.5,0.0,73.9
2015-12-09 14:18:47,16.7,5.6,0.0,77.8
2015-12-09 14:18:48,16.5,5.5,0.0,78.0
2015-12-09 14:18:49,16.5,5.5,1.1,76.9
2015-12-09 14:18:50,17.6,5.5,0.0,76.9
2015-12-09 14:18:51,15.6,5.6,0.0,78.9
2015-12-09 14:18:52,16.3,4.3,0.0,79.3
2015-12-09 14:18:53,13.3,6.7,0.0,80.0
2015-12-09 14:18:54,14.3,4.4,0.0,81.3
2015-12-09 14:18:55,17.6,7.7,0.0,74.7
2015-12-09 14:18:56,17.6,6.6,0.0,75.8
2015-12-09 14:18:57,16.9,6.7,0.0,76.4
2015-12-09 14:18:58,17.2,7.5,0.0,75.3
2015-12-09 14:18:59,17.2,5.4,8.6,68.8
2015-12-09 14:19:00,15.7,5.6,0.0,78.7
2015-12-09 14:19:01,17.6,6.6,0.0,75.8
2015-12-09 14:19:02,14.4,5.6,0.0,80.0
2015-12-09 14:19:03,14.3,5.5,0.0,80.2
2015-12-09 14:19:04,16.5,5.5,0.0,78.0
2015-12-09 14:19:05,18.0,6.7,0.0,75.3
2015-12-09 14:19:06,18.9,6.7,0.0,74.4
2015-12-09 14:19:07,19.6,6.5,0.0,73.9
2015-12-09 14:19:08,15.9,5.7,0.0,78.4
2015-12-09 14:19:09,15.4,5.5,2.2,76.9
2015-12-09 14:19:10,14.6,6.7,0.0,78.7
2015-12-09 14:19:11,15.9,6.8,0.0,77.3
2015-12-09 14:19:12,20.0,7.8,0.0,72.2
2015-12-09 14:19:13,18.9,6.7,0.0,74.4
2015-12-09 14:19:14,16.5,7.7,0.0,75.8
2015-12-09 14:19:15,17.4,6.5,0.0,76.1
2015-12-09 14:19:16,17.2,5.7,0.0,77.0
2015-12-09 14:19:17,18.0,5.6,0.0,76.4
2015-12-09 14:19:18,16.7,6.7,0.0,76.7
2015-12-09 14:19:19,14.6,4.5,12.4,68.5
2015-12-09 14:19:20,16.5,4.4,0.0,79.1
2015-12-09 14:19:21,19.1,4.5,0.0,76.4
2015-12-09 14:19:22,17.4,6.5,0.0,76.1
2015-12-09 14:19:23,16.7,4.4,11.1,67.8
2015-12-09 14:19:24,15.2,5.4,2.2,77.2
2015-12-09 14:19:25,15.4,7.7,0.0,76.9
2015-12-09 14:19:26,18.3,7.5,0.0,74.2
2015-12-09 14:19:27,17.8,6.7,0.0,75.6
2015-12-09 14:19:28,17.4,5.4,0.0,77.2
2015-12-09 14:19:29,15.7,6.7,12.4,65.2
2015-12-09 14:19:30,14.3,4.4,0.0,81.3
2015-12-09 14:19:31,16.5,5.5,0.0,78.0
2015-12-09 14:19:32,18.7,6.6,0.0,74.7
2015-12-09 14:19:33,17.4,7.6,0.0,75.0
2015-12-09 14:19:34,9.5,3.2,1.1,86.3
2015-12-09 14:19:35,17.4,7.6,0.0,75.0
2015-12-09 14:19:36,16.9,5.6,0.0,77.5
2015-12-09 14:19:37,18.0,5.6,0.0,76.4
2015-12-09 14:19:38,18.0,6.7,0.0,75.3
2015-12-09 14:19:39,13.3,5.6,0.0,81.1
2015-12-09 14:19:40,18.0,6.7,0.0,75.3
2015-12-09 14:19:41,19.1,5.6,0.0,75.3
2015-12-09 14:19:42,20.0,6.7,0.0,73.3
2015-12-09 14:19:43,18.2,5.7,0.0,76.1
2015-12-09 14:19:44,14.0,5.4,0.0,80.6
2015-12-09 14:19:45,19.6,5.4,0.0,75.0
2015-12-09 14:19:46,13.5,6.7,0.0,79.8
2015-12-09 14:19:47,15.9,5.7,0.0,78.4
2015-12-09 14:19:48,16.5,6.6,0.0,76.9
